rnd,Pick,Tm,Pos,To,CarAV,DrAV
2,58,SEA,C,2020,15,15
2,59,KAN,DE,2020,14,14
2,60,DAL,CB,2020,16,16
2,61,GNB,S,2020,9,5
2,62,PIT,WR,2020,29,29
2,63,BUF,G,2020,27,27
2,64,CAR,G,2020,25,25
3,65,CLE,DT,2020,22,22
3,66,SFO,CB,2020,10,10
3,67,NOR,RB,2020,52,52
3,68,JAX,DE,2020,9,9
3,69,LAR,WR,2020,29,29
3,70,MIN,C,2020,24,22
3,71,LAC,G,2020,27,27
3,72,TEN,WR,2020,6,6
3,73,CIN,OLB,2020,6,4
3,74,BAL,DE,2020,11,10
3,75,ATL,LB,2020,11,7
3,76,NOR,LB,2020,11,11
3,77,CAR,DE,2019,1,0
3,78,BAL,OLB,2019,2,2
3,79,NYJ,WR,2017,1,1
3,80,IND,DE,2020,10,1
3,81,WAS,CB,2020,10,10
3,82,DEN,WR,,,
3,83,NWE,DE,2020,2,2
3,84,TAM,WR,2020,26,26
3,85,NWE,T,,,
3,86,KAN,RB,2020,35,25
3,87,NYG,QB,,,
3,88,OAK,DT,2019,5,5
3,89,HOU,RB,2020,4,3
3,90,SEA,DB,2020,23,23
3,91,LAR,S,2020,19,19
3,92,DAL,CB,2020,12,12
3,93,GNB,DT,2020,5,5
3,94,PIT,CB,2020,7,7
3,95,SEA,S,2020,5,5
3,96,DET,WR,2020,23,23
3,97,MIA,CB,2020,3,3
3,98,ARI,WR,2019,1,1
3,99,PHI,CB,2020,13,9
3,100,TEN,TE,2020,11,11
3,101,DEN,CB,2018,1,1
3,102,SEA,DT,2018,3,3
3,103,NOR,OLB,2020,13,13
3,104,SFO,QB,2020,9,9
3,105,PIT,RB,2020,21,21
3,106,SEA,WR,2017,1,1
3,107,TAM,ILB,2017,4,4
4,108,GNB,LB,2019,6,1
4,109,MIN,DT,2020,11,11
4,110,JAX,WR,2020,13,13
4,111,SEA,S,2020,8,8
4,112,CHI,S,2020,35,35
4,113,LAC,S,2020,13,13
4,114,WAS,RB,2020,7,5
4,115,ARI,G,,,
4,116,CIN,OLB,2020,11,11
4,117,LAR,WR,2020,11,11
4,118,PHI,WR,2020,4,3
4,119,CHI,RB,2020,21,21
4,120,MIN,ILB,2019,15,15
4,121,SFO,RB,,,
4,122,BAL,G,,,
4,123,WAS,S,2019,11,11
4,124,DET,LB,2020,6,6
4,125,LAR,OLB,2020,20,20
4,126,CLE,CB,,,
4,127,DET,TE,2018,1,1
4,128,CIN,WR,2020,1,1
4,129,OAK,T,2020,4,3
4,130,HOU,T,2020,15,10
4,131,NWE,DE,2020,18,18
4,132,PHI,RB,,,
4,133,DAL,WR,2019,3,1
4,134,GNB,RB,2020,22,22
4,135,PIT,QB,2020,0,0
4,136,ATL,G,2019,0,0
4,137,IND,T,2020,2,
4,138,CIN,DT,2020,3,3
4,139,KAN,WR,2018,0,0
4,140,NYG,RB,2020,11,11
4,141,NYJ,WR,2020,3,1
4,142,HOU,DT,2020,9,9
4,143,IND,RB,2020,18,18
4,144,IND,DT,2020,14,14
5,145,DEN,TE,2020,1,1
5,146,SFO,TE,2020,28,28
5,147,CHI,G,,,
5,148,JAX,LB,2018,3,3
5,149,ATL,CB,2020,12,12
5,150,NYJ,TE,2018,1,1
5,151,LAC,S,2020,19,17
5,152,CAR,CB,2020,2,2
5,153,CIN,K,2020,10,
5,154,WAS,TE,2020,2,2
5,155,TEN,LB,2020,22,22
5,156,ATL,RB,2020,9,8
5,157,ARI,T,2020,4,3
5,158,IND,CB,2020,8,5
5,159,BAL,G,2020,7,2
5,160,CLE,T,2020,6,
5,161,IND,LB,2020,22,22
5,162,TAM,RB,2020,2,
5,163,BUF,LB,2020,26,26
5,164,MIA,G,2018,0,0
5,165,DET,CB,2020,14,14
5,166,PHI,WR,2018,0,0
5,167,NYG,DE,2019,5,2
5,168,OAK,LB,2019,8,8
5,169,HOU,S,2018,1,1
5,170,MIN,WR,2017,0,0
5,171,BUF,QB,2020,2,2
5,172,DEN,WR,2020,8,0
5,173,PIT,DB,2020,1,1
5,174,ATL,TE,2020,0,0
5,175,GNB,WR,,,
5,176,CIN,C,,,
5,177,SFO,WR,2020,6,6
5,178,MIA,DT,2020,18,18
5,179,ARI,RB,2019,0,0
5,180,MIN,G,2020,4,3
5,181,NYJ,DL,2017,0,0
5,182,GNB,RB,2020,33,33
5,183,KAN,LB,2018,2,1
5,184,PHI,S,2020,14,14
6,185,CLE,DT,2019,2,2
6,186,BAL,DB,2020,13,13
6,187,SEA,S,2018,1,
6,188,NYJ,RB,2018,6,6
6,189,LAR,DT,2020,4,4
6,190,LAC,T,2020,25,25
6,191,DAL,S,2020,17,17
6,192,CAR,FB,2020,1,1
6,193,CIN,LB,2020,9,9
6,194,MIA,DT,2020,5,2
6,195,BUF,LB,2020,6,1
6,196,NOR,DE,2020,8,0
6,197,NYJ,CB,2018,0,0
6,198,SFO,DT,2020,14,14
6,199,WAS,C,2020,20,20
6,200,NYG,T,2017,0,0
6,201,MIN,TE,,,
6,202,SFO,OLB,2020,0,0
6,203,DEN,RB,2018,0,0
6,204,NYJ,CB,2018,0,0
6,205,DET,DE,2020,1,1
6,206,LAR,FB,,,
6,207,CIN,RB,2020,5,5
6,208,ARI,S,2020,4,2
6,209,WAS,WR,2019,0,0
6,210,SEA,T,,,
6,211,NWE,T,2020,2,
6,212,GNB,C,,,
6,213,PIT,LS,2020,0,
6,214,PHI,DT,2017,1,1
6,215,DET,QB,,,
6,216,DAL,CB,,,
6,217,TEN,OL,2018,1,1
6,218,KAN,S,2017,0,0
7,219,MIN,WR,2018,0,0
7,220,MIN,DL,2020,9,9
7,221,OAK,S,2019,2,1
7,222,JAX,CB,2017,0,0
7,223,TAM,NT,,,
7,224,CLE,K,2020,8,1
7,225,LAC,DT,2020,9,9
7,226,SEA,WR,2020,11,11
7,227,TEN,OLB,2017,0,0
7,228,DAL,DT,2019,0,
7,229,SFO,DB,2020,6,4
7,230,WAS,S,2019,3,3
7,231,OAK,T,2017,0,0
7,232,MIN,LB,2020,7,
7,233,CAR,K,2020,16,
7,234,LAR,DE,2017,0,0
7,235,WAS,DB,2018,1,1
7,236,TEN,T,,,
7,237,MIA,WR,2020,4,4
7,238,GNB,RB,2017,0,0
7,239,DAL,WR,2020,1,1
7,240,JAX,FB,2017,0,
7,241,TEN,RB,,,
7,242,OAK,RB,2017,0,0
7,243,HOU,C,2020,2,1
7,244,OAK,DT,2019,3,1
7,245,MIN,CB,,,
7,246,DAL,DT,,,
7,247,GNB,WR,2018,0,
7,248,PIT,OLB,,,
7,249,SEA,RB,2020,28,28
7,250,DET,DE,2020,2,
7,251,CIN,TE,2020,0,0
7,252,CLE,RB,2018,0,0
7,253,DEN,QB,2018,0,0
